x y function_63
2.214799636989124298e-01 2.643207540444989512e-01 3.331522659921016855e-07
2.281352101508217212e-01 2.670384578609389936e-01 2.678422833996976074e-07
2.242918634314023940e-01 2.673346513700674554e-01 2.927610739818440214e-07
2.253233104183317570e-01 2.638112562128421823e-01 3.106848015027550014e-07
2.312295511116098656e-01 2.548791395177892882e-01 3.658261171719668893e-07
2.291666571377510842e-01 2.631859210757140355e-01 2.910891733427943519e-07
2.235428576727712113e-01 2.574105756971399872e-01 4.218741236944608522e-07
2.301981041246804749e-01 2.591381685238887123e-01 3.216717247150759623e-07
2.263547574052611477e-01 2.601280414783634920e-01 3.467658353971415154e-07
2.273862043921905385e-01 2.562718146765839977e-01 3.983658058462645453e-07
2.312295511116098656e-01 2.548791395177892882e-01 3.658261171719668893e-07
2.256057516466299651e-01 2.498870522304971198e-01 6.830856940537827355e-07
2.332924450854686194e-01 2.456559176678150547e-01 7.152704653375727698e-07
2.284176513791199015e-01 2.522285294640204678e-01 5.120329514173630149e-07
2.294490983660492922e-01 2.479831511386490495e-01 6.677009373215114599e-07
2.322609980985392286e-01 2.503914061405474456e-01 5.066968285267905280e-07
2.176380230064015597e-01 3.674090260795659924e-01 8.196418371943670549e-08
2.161224725364799260e-01 3.897779395651195244e-01 6.922778303168902115e-08
2.013701579548852483e-01 3.876310865144464435e-01 7.546375911876548648e-08
2.168802477714407428e-01 3.785934828223427306e-01 7.918307174257141245e-08
2.087463152456826010e-01 3.887045130397829840e-01 7.534821629148517011e-08
2.095040904806433901e-01 3.775200562970062457e-01 7.913459832912750053e-08
2.028857084248069098e-01 3.652621730288928559e-01 8.292098200979966105e-08
2.176380230064015597e-01 3.674090260795659924e-01 8.196418371943670549e-08
2.191535734763232490e-01 3.450401125940124603e-01 9.276709527336787965e-08
2.102618657156042348e-01 3.663355995542294519e-01 8.269037271947807780e-08
2.183957982413624044e-01 3.562245693367892541e-01 8.709315943644037541e-08
2.110196409505650794e-01 3.551511428114526581e-01 8.760559814351068261e-08
2.206691239462448828e-01 3.226711991084588727e-01 1.116935025578057132e-07
2.044012588947285713e-01 3.428932595433392683e-01 9.569918653116795743e-08
2.191535734763232490e-01 3.450401125940124603e-01 9.276709527336787965e-08
2.125351914204867132e-01 3.327822293258990705e-01 1.034497997478564952e-07
2.117774161855259241e-01 3.439666860686758643e-01 9.436813477207260738e-08
2.199113487112840659e-01 3.338556558512356665e-01 1.016358751475654024e-07
2.112135478144607503e-01 3.080709290730030414e-01 1.401153022044735331e-07
2.059168093646502329e-01 3.205243460577857362e-01 1.198692982070437261e-07
2.206691239462448828e-01 3.226711991084588727e-01 1.116935025578057132e-07
2.085651785895554777e-01 3.142976375653944165e-01 1.291139162817936608e-07
2.132929666554475578e-01 3.215977725831222767e-01 1.160795433162528942e-07
2.159413358803528027e-01 3.153710640907309570e-01 1.250196865913238017e-07
2.165102862642712678e-01 2.956175120882202911e-01 1.675670687960655879e-07
2.112135478144607503e-01 3.080709290730030414e-01 1.401153022044735331e-07
2.259658623960554280e-01 3.102177821236761224e-01 1.244066346005569535e-07
2.138619170393660229e-01 3.018442205806116663e-01 1.526154263756123174e-07
2.185897051052581030e-01 3.091443555983395819e-01 1.328108945959819338e-07
2.212380743301633479e-01 3.029176471059482068e-01 1.444074443603611940e-07
2.218070247140818130e-01 2.831640951034375409e-01 2.045519064909690100e-07
2.165102862642712678e-01 2.956175120882202911e-01 1.675670687960655879e-07
2.312626008458659455e-01 2.977643651388934276e-01 1.386548876822667552e-07
