x y p
1.388765535325072964e+00 7.654946031212847557e-02 -3.085793280355448331e+01
1.375842793379436824e+00 1.020616818242291862e-01 -3.673519475346735419e+01
1.373607239052484719e+00 7.655189890214998683e-02 -3.049282184074148816e+01
1.382302591856239493e+00 8.930582771904548023e-02 -3.011041771841025749e+01
1.367143588029276824e+00 8.930825267071756945e-02 -3.349304898018927190e+01
1.371387128480259898e+00 5.103980470646497097e-02 -4.376726282495065590e+01
1.340745920260442814e+00 5.104001464065283100e-02 -8.033729032538694526e+01
1.358448794279714766e+00 7.655440757265621898e-02 -3.988006830726602203e+01
1.356066584304490341e+00 5.103988352871383777e-02 -5.751820558101622538e+01
1.349594892517533840e+00 6.379754282909909369e-02 -5.848863570148152746e+01
1.364916404740751155e+00 6.379745528951304145e-02 -3.990030507133219118e+01
1.323063939709079317e+00 2.552235894892353196e-02 -1.249342083738017237e+02
1.353700743400747752e+00 2.552211501612960259e-02 -7.503046104771031821e+01
1.340745920260442814e+00 5.104001464065283100e-02 -8.033729032538694526e+01
1.338382378670153194e+00 2.552222548900141483e-02 -9.702736211840253588e+01
1.347221811775423772e+00 3.828152799685410890e-02 -7.715318628490513220e+01
1.331902164191443250e+00 3.828167554537236644e-02 -1.038001758522024005e+02
1.305405527848616520e+00 0.000000000000000000e+00 -1.600614258088635893e+02
1.336036155339677567e+00 0.000000000000000000e+00 -1.035914859642077062e+02
1.323063939709079317e+00 2.552235894892353196e-02 -1.249342083738017237e+02
1.320720841594146933e+00 0.000000000000000000e+00 -1.301192530897633901e+02
1.329548604486430863e+00 1.276178869391370214e-02 -1.146611832066626562e+02
1.314231596949635650e+00 1.276187426441444117e-02 -1.435097520134490310e+02
1.511947839895531498e+00 2.556990320527893212e-01 -1.834576007993148323e+02
1.481975300006115326e+00 2.557039409134118646e-01 -2.374827691250464738e+02
1.493966020781669624e+00 2.300454776969692583e-01 -1.500589368528940781e+02
1.496961597635503960e+00 2.557015106754799150e-01 -2.116824551158268832e+02
1.487969144822167022e+00 2.428745897994580571e-01 -1.983920263674301339e+02
1.502955727707231848e+00 2.428721506899055860e-01 -1.696904911961445066e+02
1.511947839895531498e+00 2.556990320527893212e-01 -1.834576007993148323e+02
1.541623409050790983e+00 2.557001785312235098e-01 -1.126835238117267011e+02
1.523939546188807226e+00 2.300404993020964961e-01 -9.469800442582297251e+01
1.526785652663011250e+00 2.556996317136511765e-01 -1.478508148132631845e+02
1.532780306630952216e+00 2.428702447080137994e-01 -1.076989512291569469e+02
1.517942240509579710e+00 2.428696598572066268e-01 -1.404826494898372573e+02
1.571298746862578088e+00 2.557011155178124939e-01 -4.803869786897833194e+01
1.541623409050790983e+00 2.557001785312235098e-01 -1.126835238117267011e+02
1.553615980868038760e+00 2.300415586601408935e-01 -4.138018391688199671e+01
1.556461107626597951e+00 2.557006726625299375e-01 -7.788344597999731889e+01
1.547618303420290609e+00 2.428707746049485472e-01 -7.622065341262261029e+01
1.562456230319465789e+00 2.428712501646992095e-01 -4.822402612653262821e+01
1.571298746862578088e+00 2.557011155178124939e-01 -4.803869786897833194e+01
1.601429313202854532e+00 2.557213521850226767e-01 -1.667992401700263727e+01
1.583747570686378170e+00 2.300618946639798601e-01 -1.002787952215531497e+01
1.586364062338563974e+00 2.557112575836245072e-01 -2.751564701899098964e+01
1.592587348513310186e+00 2.428915417369105212e-01 -1.668934371761879376e+01
1.577521826227871626e+00 2.428814216469395992e-01 -2.669566396545896936e+01
1.601429313202854532e+00 2.557213521850226767e-01 -1.667992401700263727e+01
1.613878827795325099e+00 2.300820257460339802e-01 -1.657237687966690842e+01
1.631559616057475681e+00 2.557414128690402855e-01 -1.750525415891742043e+01
1.607652796658201932e+00 2.429016137691400457e-01 -1.482476962309352153e+01
1.622718170265152970e+00 2.429116414108139499e-01 -2.017778022754369616e+01
1.616494498145977898e+00 2.557314027421102032e-01 -1.516056915286912954e+01
1.475994247658195535e+00 2.043926663655147580e-01 -1.364789202596028872e+02
1.463992154551090552e+00 2.300502640190026094e-01 -2.090153300010635746e+02
1.493966020781669624e+00 2.300454776969692583e-01 -1.500589368528940781e+02
1.469991663099431412e+00 2.172213935396098694e-01 -1.741305199274113420e+02
1.478979130906014294e+00 2.300478908248655696e-01 -1.807993070185696922e+02
1.484978823473543263e+00 2.172189908524063406e-01 -1.354943854893363380e+02
1.475994247658195535e+00 2.043926663655147580e-01 -1.364789202596028872e+02
1.458689104131574377e+00 1.788094997804868802e-01 -1.706133072226793672e+02
1.446019347766617003e+00 2.043974635597286815e-01 -2.510716023251523552e+02
1.467340246077505350e+00 1.916010312148002104e-01 -1.557041031228048382e+02
1.452352673437741437e+00 1.916034651382424459e-01 -2.095770526356541836e+02
1.461006857084456101e+00 2.043950756203445351e-01 -1.893443711231779503e+02
1.441395941561717686e+00 1.532265989207583501e-01 -1.161605595770213171e+02
1.428713549757443468e+00 1.788144555259838786e-01 -2.460815089040418400e+02
1.458689104131574377e+00 1.788094997804868802e-01 -1.706133072226793672e+02
1.435053177046556883e+00 1.660205702380181947e-01 -1.793898800690107862e+02
1.443701400250784639e+00 1.788119755890025531e-01 -2.110996988456987538e+02
1.450040955219180860e+00 1.660180362332106530e-01 -1.560210688736596296e+02
1.423771474303659579e+00 1.276421352472340565e-01 -7.157529251866313302e+01
1.441395941561717686e+00 1.532265989207583501e-01 -1.161605595770213171e+02
1.411075725678720971e+00 1.532303759426766609e-01 -1.197221009535840750e+02
1.432581982670315446e+00 1.404344052310351476e-01 -8.352894063519579504e+01
1.426235918220418286e+00 1.532284708282124208e-01 -1.249566688204250511e+02
1.417422018521142579e+00 1.404363633556199031e-01 -9.174832436938945079e+01
1.406161510594213793e+00 1.020570990516162929e-01 -4.930710120684707221e+01
1.393451647945108007e+00 1.276463006928241772e-01 -7.341252692274410663e+01
1.423771474303659579e+00 1.276421352472340565e-01 -7.157529251866313302e+01
1.399804990726110532e+00 1.148518784856855934e-01 -5.841984127511668845e+01
1.408611648919505077e+00 1.276441887225324145e-01 -7.413257284163815086e+01
1.414964589272197149e+00 1.148497245204418288e-01 -6.143968700255191351e+01
1.406161510594213793e+00 1.020570990516162929e-01 -4.930710120684707221e+01
1.388765535325072964e+00 7.654946031212847557e-02 -3.085793280355448331e+01
1.375842793379436824e+00 1.020616818242291862e-01 -3.673519475346735419e+01
1.397461435927532802e+00 8.930347630301582740e-02 -3.697128591538952236e+01
1.382302591856239493e+00 8.930582771904548023e-02 -3.011041771841025749e+01
1.391002236070399078e+00 1.020593541337308646e-01 -4.128674613335746812e+01
1.371387128480259898e+00 5.103980470646497097e-02 -4.376726282495065590e+01
1.358448794279714766e+00 7.655440757265621898e-02 -3.988006830726602203e+01
1.388765535325072964e+00 7.654946031212847557e-02 -3.085793280355448331e+01
1.364916404740751155e+00 6.379745528951304145e-02 -3.990030507133219118e+01
1.373607239052484719e+00 7.655189890214998683e-02 -3.049282184074148816e+01
1.380074023303961894e+00 6.379494362720104783e-02 -3.390001574596605849e+01
1.353700743400747752e+00 2.552211501612960259e-02 -7.503046104771031821e+01
1.371387128480259898e+00 5.103980470646497097e-02 -4.376726282495065590e+01
1.340745920260442814e+00 5.104001464065283100e-02 -8.033729032538694526e+01
1.362541360057091033e+00 3.828141856370068097e-02 -5.884660990685997461e+01
1.356066584304490341e+00 5.103988352871383777e-02 -5.751820558101622538e+01
1.347221811775423772e+00 3.828152799685410890e-02 -7.715318628490513220e+01
1.336036155339677567e+00 0.000000000000000000e+00 -1.035914859642077062e+02
1.323063939709079317e+00 2.552235894892353196e-02 -1.249342083738017237e+02
1.353700743400747752e+00 2.552211501612960259e-02 -7.503046104771031821e+01
1.329548604486430863e+00 1.276178869391370214e-02 -1.146611832066626562e+02
1.338382378670153194e+00 2.552222548900141483e-02 -9.702736211840253588e+01
1.344865569617154311e+00 1.276171241608491970e-02 -9.037451246934487870e+01
1.511947839895531498e+00 2.556990320527893212e-01 -1.834576007993148323e+02
1.523939546188807226e+00 2.300404993020964961e-01 -9.469800442582297251e+01
1.493966020781669624e+00 2.300454776969692583e-01 -1.500589368528940781e+02
1.517942240509579710e+00 2.428696598572066268e-01 -1.404826494898372573e+02
1.508952825562754896e+00 2.300430156431181317e-01 -1.238740433068996936e+02
1.502955727707231848e+00 2.428721506899055860e-01 -1.696904911961445066e+02
1.541623409050790983e+00 2.557001785312235098e-01 -1.126835238117267011e+02
1.553615980868038760e+00 2.300415586601408935e-01 -4.138018391688199671e+01
1.523939546188807226e+00 2.300404993020964961e-01 -9.469800442582297251e+01
1.547618303420290609e+00 2.428707746049485472e-01 -7.622065341262261029e+01
1.538777804285759387e+00 2.300410570545061983e-01 -6.772831044829220559e+01
1.532780306630952216e+00 2.428702447080137994e-01 -1.076989512291569469e+02
1.571298746862578088e+00 2.557011155178124939e-01 -4.803869786897833194e+01
1.553615980868038760e+00 2.300415586601408935e-01 -4.138018391688199671e+01
1.583747570686378170e+00 2.300618946639798601e-01 -1.002787952215531497e+01
1.562456230319465789e+00 2.428712501646992095e-01 -4.822402612653262821e+01
1.568681817563156944e+00 2.300517538822268171e-01 -2.263561432733939327e+01
1.577521826227871626e+00 2.428814216469395992e-01 -2.669566396545896936e+01
1.601429313202854532e+00 2.557213521850226767e-01 -1.667992401700263727e+01
1.583747570686378170e+00 2.300618946639798601e-01 -1.002787952215531497e+01
1.613878827795325099e+00 2.300820257460339802e-01 -1.657237687966690842e+01
1.592587348513310186e+00 2.428915417369105212e-01 -1.668934371761879376e+01
1.598813240618954357e+00 2.300719840902109570e-01 -1.043574168041493166e+01
1.607652796658201932e+00 2.429016137691400457e-01 -1.482476962309352153e+01
1.613878827795325099e+00 2.300820257460339802e-01 -1.657237687966690842e+01
1.631559616057475681e+00 2.557414128690402855e-01 -1.750525415891742043e+01
1.644009756011094447e+00 2.301019812713037682e-01 -3.807680505540653115e+01
1.622718170265152970e+00 2.429116414108139499e-01 -2.017778022754369616e+01
1.637783469085182908e+00 2.429216284784171676e-01 -2.435491150173678676e+01
1.628944332725106303e+00 2.300920234877767423e-01 -2.732834862577098178e+01
1.505968682295437899e+00 2.043877275899304846e-01 -6.994100184839216183e+01
1.475994247658195535e+00 2.043926663655147580e-01 -1.364789202596028872e+02
1.493966020781669624e+00 2.300454776969692583e-01 -1.500589368528940781e+02
1.490981521921800557e+00 2.043902204591354355e-01 -1.023125584473424823e+02
1.484978823473543263e+00 2.172189908524063406e-01 -1.354943854893363380e+02
1.499965883156903157e+00 2.172165442925107770e-01 -1.079499416593217944e+02
1.488664079326948997e+00 1.788044798980168992e-01 -8.968610500948555853e+01
1.475994247658195535e+00 2.043926663655147580e-01 -1.364789202596028872e+02
1.458689104131574377e+00 1.788094997804868802e-01 -1.706133072226793672e+02
1.482327687462475341e+00 1.915985694537682971e-01 -1.096165660109505495e+02
1.467340246077505350e+00 1.916010312148002104e-01 -1.557041031228048382e+02
1.473676662984073849e+00 1.788070063736563464e-01 -1.252332935695735898e+02
1.441395941561717686e+00 1.532265989207583501e-01 -1.161605595770213171e+02
1.471371019298838068e+00 1.532213805210073110e-01 -8.544669619930664339e+01
1.458689104131574377e+00 1.788094997804868802e-01 -1.706133072226793672e+02
1.456383563439717310e+00 1.532239971724403960e-01 -1.044163227297976846e+02
1.465028576315757780e+00 1.660154957911446350e-01 -1.260960282811070527e+02
1.450040955219180860e+00 1.660180362332106530e-01 -1.560210688736596296e+02
1.423771474303659579e+00 1.276421352472340565e-01 -7.157529251866313302e+01
1.454090575451613798e+00 1.276380869905370530e-01 -5.462822345863207829e+01
1.441395941561717686e+00 1.532265989207583501e-01 -1.161605595770213171e+02
1.438931117297242546e+00 1.276401091435797053e-01 -6.546816100723526688e+01
1.447741768726545475e+00 1.404324639249305007e-01 -7.845806361523678163e+01
1.432581982670315446e+00 1.404344052310351476e-01 -8.352894063519579504e+01
1.436479509762415674e+00 1.020526926041554761e-01 -5.997678994171598532e+01
1.406161510594213793e+00 1.020570990516162929e-01 -4.930710120684707221e+01
1.423771474303659579e+00 1.276421352472340565e-01 -7.157529251866313302e+01
1.421320604057060732e+00 1.020548862752136549e-01 -5.587124183984744974e+01
1.414964589272197149e+00 1.148497245204418288e-01 -6.143968700255191351e+01
1.430124004402328675e+00 1.148476066476117885e-01 -6.233738577002437609e+01
1.419081619198112820e+00 7.654469920777376424e-02 -4.908875009621038288e+01
1.406161510594213793e+00 1.020570990516162929e-01 -4.930710120684707221e+01
1.388765535325072964e+00 7.654946031212847557e-02 -3.085793280355448331e+01
1.412620104665661680e+00 8.930117025888449633e-02 -4.726564647557491128e+01
1.397461435927532802e+00 8.930347630301582740e-02 -3.697128591538952236e+01
1.403923665448099767e+00 7.654706686262219284e-02 -3.859864771788955551e+01
1.371387128480259898e+00 5.103980470646497097e-02 -4.376726282495065590e+01
1.401700300135878319e+00 5.103476610140508796e-02 -4.138855975532808174e+01
1.388765535325072964e+00 7.654946031212847557e-02 -3.085793280355448331e+01
1.386543788130985666e+00 5.103727408254762898e-02 -3.926123683806434173e+01
1.395231488544187215e+00 6.379247357605857816e-02 -3.571944381916648581e+01
1.380074023303961894e+00 6.379494362720104783e-02 -3.390001574596605849e+01
1.353700743400747752e+00 2.552211501612960259e-02 -7.503046104771031821e+01
1.384337201214795421e+00 2.552194009718486076e-02 -5.126541238543892831e+01
1.371387128480259898e+00 5.103980470646497097e-02 -4.376726282495065590e+01
1.369019020323149149e+00 2.552202148654975772e-02 -5.981001149847968179e+01
1.377860791717911093e+00 3.828133616137723710e-02 -4.798280336676309332e+01
1.362541360057091033e+00 3.828141856370068097e-02 -5.884660990685997461e+01
1.336036155339677567e+00 0.000000000000000000e+00 -1.035914859642077062e+02
1.366666782830738835e+00 0.000000000000000000e+00 -6.646697050246280014e+01
1.353700743400747752e+00 2.552211501612960259e-02 -7.503046104771031821e+01
1.351351469085208201e+00 0.000000000000000000e+00 -8.204724977276312359e+01
1.360182484586663909e+00 1.276164338247658472e-02 -7.174543335608835548e+01
1.344865569617154311e+00 1.276171241608491970e-02 -9.037451246934487870e+01
1.505968682295437899e+00 2.043877275899304846e-01 -6.994100184839216183e+01
1.523939546188807226e+00 2.300404993020964961e-01 -9.469800442582297251e+01
1.493966020781669624e+00 2.300454776969692583e-01 -1.500589368528940781e+02
1.514952843964043616e+00 2.172140461339122364e-01 -7.950277640586114103e+01
1.508952825562754896e+00 2.300430156431181317e-01 -1.238740433068996936e+02
1.499965883156903157e+00 2.172165442925107770e-01 -1.079499416593217944e+02
1.535942670955168232e+00 2.043825786145351542e-01 -2.926632851266867164e+01
1.553615980868038760e+00 2.300415586601408935e-01 -4.138018391688199671e+01
1.523939546188807226e+00 2.300404993020964961e-01 -9.469800442582297251e+01
1.544778094335590879e+00 2.172120115098226945e-01 -3.448856079240804462e+01
1.538777804285759387e+00 2.300410570545061983e-01 -6.772831044829220559e+01
1.529939707504000657e+00 2.172114920273846284e-01 -5.691325038584891871e+01
1.566074952471911308e+00 2.044029619191679026e-01 -5.823623188441707121e+00
1.553615980868038760e+00 2.300415586601408935e-01 -4.138018391688199671e+01
1.583747570686378170e+00 2.300618946639798601e-01 -1.002787952215531497e+01
1.559844130880892132e+00 2.172222234278718411e-01 -1.689137274170454717e+01
1.568681817563156944e+00 2.300517538822268171e-01 -2.263561432733939327e+01
1.574910073106610131e+00 2.172323789040438435e-01 -6.751759671604693480e+00
1.596206820768667489e+00 2.044231254654080010e-01 -1.262462911763226003e+01
1.583747570686378170e+00 2.300618946639798601e-01 -1.002787952215531497e+01
1.613878827795325099e+00 2.300820257460339802e-01 -1.657237687966690842e+01
1.589975922368154437e+00 2.172424806116224905e-01 -5.176048790995284143e+00
1.598813240618954357e+00 2.300719840902109570e-01 -1.043574168041493166e+01
1.605041680017303962e+00 2.172525319095333918e-01 -1.364065199111497328e+01
1.626338294300607723e+00 2.044430949345387716e-01 -5.805906815739943738e+01
1.613878827795325099e+00 2.300820257460339802e-01 -1.657237687966690842e+01
1.644009756011094447e+00 2.301019812713037682e-01 -3.807680505540653115e+01
1.620107347420073118e+00 2.172625365722667401e-01 -2.980158977667513653e+01
1.628944332725106303e+00 2.300920234877767423e-01 -2.732834862577098178e+01
1.635172925965783453e+00 2.172724985793925145e-01 -4.884716305848372286e+01
1.488664079326948997e+00 1.788044798980168992e-01 -8.968610500948555853e+01
1.505968682295437899e+00 2.043877275899304846e-01 -6.994100184839216183e+01
1.475994247658195535e+00 2.043926663655147580e-01 -1.364789202596028872e+02
1.497315000263376605e+00 1.915960669478150025e-01 -7.604694660634116588e+01
1.490981521921800557e+00 2.043902204591354355e-01 -1.023125584473424823e+02
1.482327687462475341e+00 1.915985694537682971e-01 -1.096165660109505495e+02
1.471371019298838068e+00 1.532213805210073110e-01 -8.544669619930664339e+01
1.488664079326948997e+00 1.788044798980168992e-01 -8.968610500948555853e+01
1.458689104131574377e+00 1.788094997804868802e-01 -1.706133072226793672e+02
1.480016042259713061e+00 1.660129310467244323e-01 -9.779972447959869442e+01
1.473676662984073849e+00 1.788070063736563464e-01 -1.252332935695735898e+02
1.465028576315757780e+00 1.660154957911446350e-01 -1.260960282811070527e+02
1.454090575451613798e+00 1.276380869905370530e-01 -5.462822345863207829e+01
1.441395941561717686e+00 1.532265989207583501e-01 -1.161605595770213171e+02
1.471371019298838068e+00 1.532213805210073110e-01 -8.544669619930664339e+01
1.447741768726545475e+00 1.404324639249305007e-01 -7.845806361523678163e+01
1.456383563439717310e+00 1.532239971724403960e-01 -1.044163227297976846e+02
1.462729148399372292e+00 1.404297830381960877e-01 -6.361012439515614858e+01
1.436479509762415674e+00 1.020526926041554761e-01 -5.997678994171598532e+01
1.423771474303659579e+00 1.276421352472340565e-01 -7.157529251866313302e+01
1.454090575451613798e+00 1.276380869905370530e-01 -5.462822345863207829e+01
1.430124004402328675e+00 1.148476066476117885e-01 -6.233738577002437609e+01
1.438931117297242546e+00 1.276401091435797053e-01 -6.546816100723526688e+01
1.445283231566075299e+00 1.148455011187706765e-01 -5.737565612328020848e+01
1.419081619198112820e+00 7.654469920777376424e-02 -4.908875009621038288e+01
1.436479509762415674e+00 1.020526926041554761e-01 -5.997678994171598532e+01
1.406161510594213793e+00 1.020570990516162929e-01 -4.930710120684707221e+01
1.427778589404046228e+00 8.929888786551316848e-02 -5.517452292476951214e+01
1.421320604057060732e+00 1.020548862752136549e-01 -5.587124183984744974e+01
1.412620104665661680e+00 8.930117025888449633e-02 -4.726564647557491128e+01
1.401700300135878319e+00 5.103476610140508796e-02 -4.138855975532808174e+01
1.419081619198112820e+00 7.654469920777376424e-02 -4.908875009621038288e+01
1.388765535325072964e+00 7.654946031212847557e-02 -3.085793280355448331e+01
1.410388789308873125e+00 6.379002893706821331e-02 -4.272582734648108271e+01
1.403923665448099767e+00 7.654706686262219284e-02 -3.859864771788955551e+01
1.395231488544187215e+00 6.379247357605857816e-02 -3.571944381916648581e+01
1.384337201214795421e+00 2.552194009718486076e-02 -5.126541238543892831e+01
1.371387128480259898e+00 5.103980470646497097e-02 -4.376726282495065590e+01
1.401700300135878319e+00 5.103476610140508796e-02 -4.138855975532808174e+01
1.377860791717911093e+00 3.828133616137723710e-02 -4.798280336676309332e+01
1.386543788130985666e+00 5.103727408254762898e-02 -3.926123683806434173e+01
1.393016363043310557e+00 3.827878448652424770e-02 -4.454046278768244349e+01
1.366666782830738835e+00 0.000000000000000000e+00 -6.646697050246280014e+01
1.353700743400747752e+00 2.552211501612960259e-02 -7.503046104771031821e+01
1.384337201214795421e+00 2.552194009718486076e-02 -5.126541238543892831e+01
1.360182484586663909e+00 1.276164338247658472e-02 -7.174543335608835548e+01
1.369019020323149149e+00 2.552202148654975772e-02 -5.981001149847968179e+01
1.375499344723110307e+00 1.276157997879821294e-02 -5.928425858674899018e+01
1.535942670955168232e+00 2.043825786145351542e-01 -2.926632851266867164e+01
1.505968682295437899e+00 2.043877275899304846e-01 -6.994100184839216183e+01
1.523939546188807226e+00 2.300404993020964961e-01 -9.469800442582297251e+01
1.520955731180216652e+00 2.043851814020664071e-01 -5.119997067106056221e+01
1.514952843964043616e+00 2.172140461339122364e-01 -7.950277640586114103e+01
1.529939707504000657e+00 2.172114920273846284e-01 -5.691325038584891871e+01
1.535942670955168232e+00 2.043825786145351542e-01 -2.926632851266867164e+01
1.566074952471911308e+00 2.044029619191679026e-01 -5.823623188441707121e+00
1.553615980868038760e+00 2.300415586601408935e-01 -4.138018391688199671e+01
1.551008864541423504e+00 2.043927989004978296e-01 -1.729843755864804677e+01
1.559844130880892132e+00 2.172222234278718411e-01 -1.689137274170454717e+01
1.544778094335590879e+00 2.172120115098226945e-01 -3.448856079240804462e+01
1.626338294300607723e+00 2.044430949345387716e-01 -5.805906815739943738e+01
1.656469390957785448e+00 2.044629016872316352e-01 -1.071851549568248601e+02
1.644009756011094447e+00 2.301019812713037682e-01 -3.807680505540653115e+01
1.641403888642138265e+00 2.044530166372744429e-01 -8.491404025124263910e+01
1.650238417075139186e+00 2.172824219572940807e-01 -6.773421109229045101e+01
1.635172925965783453e+00 2.172724985793925145e-01 -4.884716305848372286e+01
1.596206820768667489e+00 2.044231254654080010e-01 -1.262462911763226003e+01
1.566074952471911308e+00 2.044029619191679026e-01 -5.823623188441707121e+00
1.583747570686378170e+00 2.300618946639798601e-01 -1.002787952215531497e+01
1.581140937105955047e+00 2.044130697758802517e-01 -5.899227749516781749e+00
1.574910073106610131e+00 2.172323789040438435e-01 -6.751759671604693480e+00
1.589975922368154437e+00 2.172424806116224905e-01 -5.176048790995284143e+00
1.626338294300607723e+00 2.044430949345387716e-01 -5.805906815739943738e+01
1.596206820768667489e+00 2.044231254654080010e-01 -1.262462911763226003e+01
1.613878827795325099e+00 2.300820257460339802e-01 -1.657237687966690842e+01
1.611272605748858666e+00 2.044331325537831201e-01 -3.152486195696636884e+01
1.605041680017303962e+00 2.172525319095333918e-01 -1.364065199111497328e+01
1.620107347420073118e+00 2.172625365722667401e-01 -2.980158977667513653e+01
1.518638497720350866e+00 1.787992897754556998e-01 -4.287631687318523888e+01
1.488664079326948997e+00 1.788044798980168992e-01 -8.968610500948555853e+01
1.505968682295437899e+00 2.043877275899304846e-01 -6.994100184839216183e+01
1.503651356352614821e+00 1.788019098762665682e-01 -6.313740907436120153e+01
1.497315000263376605e+00 1.915960669478150025e-01 -7.604694660634116588e+01
1.512302187428038458e+00 1.915935152891515558e-01 -5.316817712327487300e+01
1.501345444891738490e+00 1.532160502884391540e-01 -4.659640549008938137e+01
1.471371019298838068e+00 1.532213805210073110e-01 -8.544669619930664339e+01
1.488664079326948997e+00 1.788044798980168992e-01 -8.968610500948555853e+01
1.486358311800508147e+00 1.532187347651214893e-01 -6.406030196877171079e+01
1.480016042259713061e+00 1.660129310467244323e-01 -9.779972447959869442e+01
1.495003356154600782e+00 1.660103295525655609e-01 -6.854139109284436415e+01
1.454090575451613798e+00 1.276380869905370530e-01 -5.462822345863207829e+01
1.484064499620298738e+00 1.276325254701067002e-01 -3.027814384880428378e+01
1.471371019298838068e+00 1.532213805210073110e-01 -8.544669619930664339e+01
1.469077625890664374e+00 1.276353185699156678e-01 -4.562217974042042101e+01
1.477716355294949713e+00 1.404270811368913963e-01 -5.109853094624811831e+01
1.462729148399372292e+00 1.404297830381960877e-01 -6.361012439515614858e+01
1.466796753666679720e+00 1.020482977260384894e-01 -5.079944910056796914e+01
1.436479509762415674e+00 1.020526926041554761e-01 -5.997678994171598532e+01
1.454090575451613798e+00 1.276380869905370530e-01 -5.462822345863207829e+01
1.451638225756387124e+00 1.020505006462102543e-01 -5.691655593855091411e+01
1.445283231566075299e+00 1.148455011187706765e-01 -5.737565612328020848e+01
1.460442270265290388e+00 1.148433903187490446e-01 -5.085965008359114137e+01
1.449396983930228311e+00 7.653998606504965052e-02 -5.927271682948718734e+01
1.419081619198112820e+00 7.654469920777376424e-02 -4.908875009621038288e+01
1.436479509762415674e+00 1.020526926041554761e-01 -5.997678994171598532e+01
1.434239392072317765e+00 7.654234260247604060e-02 -5.558893482087461990e+01
1.427778589404046228e+00 8.929888786551316848e-02 -5.517452292476951214e+01
1.442936886813213748e+00 8.929661270356155367e-02 -5.963577847952605282e+01
1.432012863460046859e+00 5.102978186603510102e-02 -5.106173671102514078e+01
1.401700300135878319e+00 5.103476610140508796e-02 -4.138855975532808174e+01
1.419081619198112820e+00 7.654469920777376424e-02 -4.908875009621038288e+01
1.416856658973906002e+00 5.103227113023048322e-02 -4.584586301973444478e+01
1.410388789308873125e+00 6.379002893706821331e-02 -4.272582734648108271e+01
1.425545920321288351e+00 6.378759728444706456e-02 -5.060079308278432819e+01
1.384337201214795421e+00 2.552194009718486076e-02 -5.126541238543892831e+01
1.414645823849873141e+00 2.551682418744654832e-02 -4.747492852934416163e+01
1.401700300135878319e+00 5.103476610140508796e-02 -4.138855975532808174e+01
1.399491562263343036e+00 2.551937946599585824e-02 -4.767500504258436678e+01
1.408171804404206862e+00 3.827624410649584086e-02 -4.517882505346396016e+01
1.393016363043310557e+00 3.827878448652424770e-02 -4.454046278768244349e+01
1.366666782830738835e+00 0.000000000000000000e+00 -6.646697050246280014e+01
1.397297410321800104e+00 0.000000000000000000e+00 -5.112208955320694059e+01
1.384337201214795421e+00 2.552194009718486076e-02 -5.126541238543892831e+01
1.381982096576269470e+00 0.000000000000000000e+00 -5.635910906851603386e+01
1.390816147728382468e+00 1.276152087305367985e-02 -5.208732727098960424e+01
1.375499344723110307e+00 1.276157997879821294e-02 -5.928425858674899018e+01
1.518638497720350866e+00 1.787992897754556998e-01 -4.287631687318523888e+01
1.535942670955168232e+00 2.043825786145351542e-01 -2.926632851266867164e+01
1.505968682295437899e+00 2.043877275899304846e-01 -6.994100184839216183e+01
1.527289252080989979e+00 1.915909095941636109e-01 -3.353596275150893291e+01
1.520955731180216652e+00 2.043851814020664071e-01 -5.119997067106056221e+01
1.512302187428038458e+00 1.915935152891515558e-01 -5.316817712327487300e+01
1.549044979018433077e+00 1.788081763977862615e-01 -1.983818068507032706e+01
1.535942670955168232e+00 2.043825786145351542e-01 -2.926632851266867164e+01
1.566074952471911308e+00 2.044029619191679026e-01 -5.823623188441707121e+00
1.542492494692074834e+00 1.915953929244862963e-01 -2.275141767892795031e+01
1.551008864541423504e+00 2.043927989004978296e-01 -1.729843755864804677e+01
1.557558680258984030e+00 1.916055542095161379e-01 -1.224875259220270429e+01
1.626338294300607723e+00 2.044430949345387716e-01 -5.805906815739943738e+01
1.639439919492677644e+00 1.788680289028341530e-01 -1.231042808937581725e+02
1.656469390957785448e+00 2.044629016872316352e-01 -1.071851549568248601e+02
1.632887965230807481e+00 1.916555894289999340e-01 -9.469817749139416208e+01
1.647953515736032326e+00 1.916654669227971786e-01 -1.212208488132483524e+02
1.641403888642138265e+00 2.044530166372744429e-01 -8.491404025124263910e+01
1.596206820768667489e+00 2.044231254654080010e-01 -1.262462911763226003e+01
1.579177079113648352e+00 1.788283161003096089e-01 -1.532250327392697642e+01
1.566074952471911308e+00 2.044029619191679026e-01 -5.823623188441707121e+00
1.587690713102175799e+00 1.916257131068729580e-01 -1.460193364452269194e+01
1.572624751958969780e+00 1.916156600969280699e-01 -1.121194793595105210e+01
1.581140937105955047e+00 2.044130697758802517e-01 -5.899227749516781749e+00
1.609308715225105324e+00 1.788482575279718434e-01 -5.509385487228947653e+01
1.626338294300607723e+00 2.044430949345387716e-01 -5.805906815739943738e+01
1.596206820768667489e+00 2.044231254654080010e-01 -1.262462911763226003e+01
1.617822316620835421e+00 1.916456739532016174e-01 -6.028268716041307584e+01
1.611272605748858666e+00 2.044331325537831201e-01 -3.152486195696636884e+01
1.602756566934993465e+00 1.916357164913346511e-01 -3.359404149510394433e+01
1.501345444891738490e+00 1.532160502884391540e-01 -4.659640549008938137e+01
